"","accessionID","accessionName","accessionDescription","fromGenebank","fromGenebankID","fromGenebankID2","spp","speciesName","taxonomyID","subTaxaID","gpsLat","gpsLat_txt","gpsLong","gpsLong_txt","adm1","adm2","collectionSiteCountry","adm0","collectionSite","collectionSiteDetails","collectionSiteProvence","collectionDate","colNu_IPD","elevation","chromosomeNumber","germplasmStatus","MTA","ploidy","storageID","remarkID","dateCreated","lastUpdate"
"6394","EA06592","Peto 460","Medium maturity, 118-125 days. Mature plant height 37cm. Growth determinate. Fruit shape blocky. Fruit: smooth surface, uniform ripening, red. Resista","GENEVA","PI 600920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"2003-10-03",NA,NA,NA,"Cultivar","Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6395","EA06593","Banadura","Resistant to diseases and insects; used for salsa production locally.","GENEVA","PI 629031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TR",NA,NA,NA,NA,"1997-11-24",NA,NA,NA,"Cultivated","Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6396","EA06594","Kolea",NA,"GENEVA","PI 633454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1962-01-01",NA,NA,NA,"Cultivar","Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6397","EA06595","Potentate",NA,"GENEVA","PI 633480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GB",NA,NA,NA,NA,"1963-01-01",NA,NA,NA,"Cultivar","Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6398","EA06596","King George",NA,"GENEVA","PI 633502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GB",NA,NA,NA,NA,"1966-01-01",NA,NA,NA,"Cultivar","Geneva",NA,NA,528,"2009-09-18","2010-02-17 17:06:26"
"6399","EA06597","M P Stoner C-3",NA,"GENEVA","PI 634842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GB",NA,NA,NA,NA,"1966-01-01",NA,NA,NA,"Uncertain","Geneva",NA,NA,302,"2009-09-18","2010-02-17 17:06:26"
"6400","EA06598","Perennial",NA,"GENEVA","PI 634843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1966-01-01",NA,NA,NA,"Uncertain","Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6401","EA06599","Tropi-Red","J.W. Strobel, J.M. Walter & N.E. Hayship, Tropi-red - a marr: determinate tomato with excellent color and multiple disease resistance U. of Fla. AES c","GENEVA","PI 636195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1968-01-01",NA,NA,NA,NA,"Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6402","EA06600","Pocomoke","Peto Seed Co. 1962 catalog","GENEVA","PI 636198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1962-01-01",NA,NA,NA,NA,"Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6403","EA06601","VF 145-B","List of veg. var. Committee on veg. breeding & var.' Am'n. Soc. for Hort. Sc.  August 1","GENEVA","PI 636199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1962-01-01",NA,NA,NA,NA,"Geneva",NA,NA,476,"2009-09-18","2010-02-17 17:06:26"
"6404","EA06602","Tiny-Tim","Vines determinate, medium size, fruits medium size, globe shape, smooth, bad cracking, red color, high pigment Description from Illinois, (see file)","GENEVA","PI 636200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1962-01-01",NA,NA,NA,NA,"Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6405","EA06603","Abel Early","Wm. Rennie Sds. Lts. (Canada)  1945 catakig","GENEVA","PI 636220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1963-01-01",NA,NA,NA,NA,"Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6406","EA06604","Clarks Early","Cheyenne Hort. Field Sta. Notes, Porter-Walton Co. 1932 catalog","GENEVA","PI 636227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1963-01-01",NA,NA,NA,NA,"Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6407","EA06605","Scarlet Extra Early June","Farmer Seed & Nursery Co. 1946 Catalog","GENEVA","PI 636233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1963-01-01",NA,NA,NA,NA,"Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6408","EA06606","Jollygood","Ryder & Sons (Eng) 1938 catalog","GENEVA","PI 636240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GB",NA,NA,NA,NA,"1963-01-01",NA,NA,NA,NA,"Geneva",NA,NA,528,"2009-09-18","2010-02-17 17:06:26"
"6409","EA06607","New King","Vaughan's 1941 catalog.  Cheyenne Hort. Field Sta. Notes","GENEVA","PI 636248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1963-01-01",NA,NA,NA,NA,"Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6410","EA06608","The Orange","P. Henderson's 1933 catalog","GENEVA","PI 636250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1963-01-01",NA,NA,NA,NA,"Geneva",NA,NA,528,"2009-09-18","2010-02-17 17:06:26"
"6411","EA06609","Redcap","Cheyenne Hort. Field Sta. Notes.  Harris 1939 catalog","GENEVA","PI 636251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1963-01-01",NA,NA,NA,NA,"Geneva",NA,NA,588,"2009-09-18","2010-02-17 17:06:26"
"6412","EA06610","Red Head","Livingston 1943 catalog","GENEVA","PI 636252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1963-01-01",NA,NA,NA,NA,"Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6413","EA06611","Trophy","Cheyenne Hort. Field Sta. Notes   Mauthner's (Hung) 1931 cat.","GENEVA","PI 636255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1963-01-01",NA,NA,NA,NA,"Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6414","EA06612","Victor Mich 4137","Veg. var. Committee on veg. breeding & var.' Am'n Soc. for Hort. Sc.  August 1959","GENEVA","PI 636257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1963-01-01",NA,NA,NA,NA,"Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6415","EA06613","Beauty Special","Cheyenne Hort. Field Sta. Notes. N. Sluis & Sons 1943 cat.","GENEVA","PI 636260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1963-01-01",NA,NA,NA,NA,"Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6416","EA06614","Favorit Livingstons","F.W. Bolgiano & Co., Inc. 1942 catalog","GENEVA","PI 636262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1963-01-01",NA,NA,NA,NA,"Geneva",NA,NA,528,"2009-09-18","2010-02-17 17:06:26"
"6417","EA06615","Kellys Red","Meyer Seed Co. 1934 Catalog","GENEVA","PI 636266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1963-01-01",NA,NA,NA,NA,"Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6418","EA06616","Marcomet","Cheyenne Hort. Field Sta. Notes, Perry Seed Co. 1935 catalog","GENEVA","PI 636268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1963-01-01",NA,NA,NA,NA,"Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6419","EA06617","Stokesdale","List of veg. var. Committee on veg. var. & breeding' Am'n. Soc. for Hort. Sc. August 1950","GENEVA","PI 636274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1963-01-01",NA,NA,NA,NA,"Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6420","EA06618","Vialiant","Harris 1963 catalog, p.23","GENEVA","PI 636276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1963-01-01",NA,NA,NA,NA,"Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6421","EA06619","IXL Bolgiano's Extremely Early Tomato","F.W. Bolgiano & Co. 1943 catalog","GENEVA","PI 636280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1963-01-01",NA,NA,NA,NA,"Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6422","EA06620","Missouri Giant","Archias Seed Co. 1938 catalog","GENEVA","PI 636281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1963-01-01",NA,NA,NA,NA,"Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6423","EA06621","Redrock","Geo. Tait & Sons 1934 Catalog","GENEVA","PI 636285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1963-01-01",NA,NA,NA,NA,"Geneva",NA,NA,589,"2009-09-18","2010-02-17 17:06:26"
"6424","EA06622","Sensation","R.H. Shumway 1946 catalog","GENEVA","PI 636287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1963-01-01",NA,NA,NA,NA,"Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6425","EA06623","Argentine","Dr. H.L. Blood Collection No. 803.  Lesley, Argentine 1936","GENEVA","PI 636296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AR",NA,NA,NA,NA,"1966-01-01",NA,NA,NA,NA,"Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6426","EA06624","Canary Island 3","Dr. H.L. Blood Collection No. 489.  McKinney Doolittle 1931","GENEVA","PI 636297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1966-01-01",NA,NA,NA,NA,"Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6427","EA06625","H and S 2","Dr. H.L. Blood Collection No. 354.   Hurst & Sons, England 1931","GENEVA","PI 636298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GB",NA,NA,NA,NA,"1966-01-01",NA,NA,NA,NA,"Geneva",NA,NA,528,"2009-09-18","2010-02-17 17:06:26"
"6428","EA06626","Jenkins Line No 1504' Lycopersicon sp.","Strain 1504, 'Lanceolate', p13, La;  note: Lanceolate leaf mutant reference str. J.R.A.","GENEVA","PI 636301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1968-01-01",NA,NA,NA,NA,"Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6429","EA06627","Wabash","HortScience 6(2) April 1971 No further background information available.","GENEVA","PI 636302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"1976-01-01",NA,NA,NA,NA,"Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6430","EA06628","Black Cherry",NA,"GENEVA","PI 639207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"2004-09-29",NA,NA,NA,"Cultivar","Geneva",NA,NA,590,"2009-09-18","2010-02-17 17:06:26"
"6431","EA06629","Black from Tula' Lycopersicon esculentum var. esculentum",NA,"GENEVA","PI 639208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RU",NA,NA,NA,NA,"2004-09-29",NA,NA,NA,"Cultivar","Geneva",NA,NA,528,"2009-09-18","2010-02-17 17:06:26"
"6432","EA06630","Delicious'  Lycopersicon esculentum var. esculentum",NA,"GENEVA","PI 639212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,"2004-09-29",NA,NA,NA,"Cultivar","Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6433","EA06631","Juane Flamme",NA,"GENEVA","PI 639213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FR",NA,NA,NA,NA,"2004-09-29",NA,NA,NA,"Cultivar","Geneva",NA,NA,591,"2009-09-18","2010-02-17 17:06:26"
"6434","EA06632","Roman Candle'  Lycopersicon esculentum var. esculentum",NA,"GENEVA","PI 639216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,"2004-09-29",NA,NA,NA,"Cultivar","Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6435","EA06633","Yellow Stuffer'  Lycopersicon esculentum var. esculentum",NA,"GENEVA","PI 639218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,"2004-09-29",NA,NA,NA,"Cultivar","Geneva",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6436","EA06634","EU-DR 01",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6437","EA06635","EU-DR 02",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,400,"2009-09-18","2010-02-17 17:06:26"
"6438","EA06636","EU-DR 03",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6439","EA06637","EU-DR 04",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6440","EA06638","EU-DR 05",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6441","EA06639","EU-DR 06",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,592,"2009-09-18","2010-02-17 17:06:26"
"6442","EA06640","EU-DR 07",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6443","EA06641","EU-DR 08",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,400,"2009-09-18","2010-02-17 17:06:26"
"6444","EA06642","EU-DR 09",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,276,"2009-09-18","2010-02-17 17:06:26"
"6445","EA06643","EU-DR 10",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,593,"2009-09-18","2010-02-17 17:06:26"
"6446","EA06644","EU-DR 11",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,276,"2009-09-18","2010-02-17 17:06:26"
"6447","EA06646","EU-DR 13",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6448","EA06647","EU-DR 14",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,594,"2009-09-18","2010-02-17 17:06:26"
"6449","EA06648","EU-DR 15",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,595,"2009-09-18","2010-02-17 17:06:26"
"6450","EA06649","EU-DR 16",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,596,"2009-09-18","2010-02-17 17:06:26"
"6451","EA06650","EU-DR 17",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6452","EA06651","EU-DR 18",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6453","EA06652","EU-DR 19",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,597,"2009-09-18","2010-02-17 17:06:26"
"6454","EA06653","EU-DR 20",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6455","EA06654","EU-DR 21",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6456","EA06655","EU-DR 22",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,597,"2009-09-18","2010-02-17 17:06:26"
"6457","EA06656","EU-DR 23",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6458","EA06657","EU-DR 24",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,598,"2009-09-18","2010-02-17 17:06:26"
"6459","EA06658","EU-DR 25",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6460","EA06659","EU-DR 26",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6461","EA06660","EU-DR 27",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6462","EA06661","EU-DR 28",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6463","EA06662","EU-DR 29",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6464","EA06663","EU-DR 30",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6465","EA06664","EU-DR 31",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6466","EA06665","EU-DR 32",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,351,"2009-09-18","2010-02-17 17:06:26"
"6467","EA06666","EU-DR 33",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6468","EA06667","EU-DR 34",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6469","EA06668","EU-DR 35",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6470","EA06669","EU-DR 36",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6471","EA06670","EU-DR 37",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,274,"2009-09-18","2010-02-17 17:06:26"
"6472","EA06671","EU-DR 38",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6473","EA06672","EU-DR 39",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,314,"2009-09-18","2010-02-17 17:06:26"
"6474","EA06673","EU-DR 40",NA,"De Ruiter Seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,599,"2009-09-18","2010-02-17 17:06:26"
"6475","EA06674","RZ1",NA,"Rijk Zwaan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6476","EA06675","RZ2",NA,"Rijk Zwaan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,314,"2009-09-18","2010-02-17 17:06:26"
"6477","EA06676","RZ3",NA,"Rijk Zwaan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6478","EA06677","RZ4",NA,"Rijk Zwaan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6479","EA06678","RZ5",NA,"Rijk Zwaan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6480","EA06679","RZ6",NA,"Rijk Zwaan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6481","EA06680","RZ7",NA,"Rijk Zwaan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6482","EA06681","RZ8",NA,"Rijk Zwaan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6483","EA06682","RZ9",NA,"Rijk Zwaan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6484","EA06683","RZ10",NA,"Rijk Zwaan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"6485","EA06684","RZ11",NA,"Rijk Zwaan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,600,"2009-09-18","2010-02-17 17:06:26"
"6486","EA06685","RZ12",NA,"Rijk Zwaan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","KeyGene",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
